id,num_prefill_tokens,num_decode_tokens,num_total_tokens,pd_ratio
xi6RwYp_5,23,159,182,0.1447
zkOkGkU_0,64,256,320,0.25
ki1cjyo_0,13,773,786,0.0168
ki1cjyo_7,16,96,112,0.1667
ki1cjyo_13,11,798,809,0.0138
IQSa14A_0,20,490,510,0.0408
9lpTmoD_0,6,70,76,0.0857
wcZAH1j_0,128,718,846,0.1783
8UwO6h7_0,15,404,419,0.0371
Y7tfKLP_0,58,384,442,0.151
0WbVFVA_0,30,713,743,0.0421
byQk0DN_0,13,233,246,0.0558
NRM1e2N_0,38,284,322,0.1338
EKjsY64_0,11,706,717,0.0156
Meg2Bgz_0,7,90,97,0.0778
5xFTrhJ_0,203,203,406,1.0
5xFTrhJ_11,172,514,686,0.3346
wKKsAQY_0,3,9,12,0.3333
wKKsAQY_11,40,327,367,0.1223
wKKsAQY_23,26,221,247,0.1176
wKKsAQY_35,179,206,385,0.8689
FNFTWTl_0,19,597,616,0.0318
FNFTWTl_7,13,298,311,0.0436
FNFTWTl_15,6,818,824,0.0073
FNFTWTl_19,21,680,701,0.0309
OkKTdZm_0,43,25,68,1.72
OkKTdZm_24,258,3,261,86.0
OkKTdZm_39,139,471,610,0.2951
rSQQrKx_0,114,320,434,0.3563
0cmpIhn_0,363,358,721,1.014
BDkjkFU_0,483,738,1221,0.6545
Zf0pzx2_0,64,410,474,0.1561
Zf0pzx2_9,22,602,624,0.0365
VZouOcb_0,2,17,19,0.1176
VZouOcb_9,2,780,782,0.0026
FGH7AMO_0,28,189,217,0.1481
IrNSJNR_0,51,557,608,0.0916
7jIsRu7_0,31,262,293,0.1183
Cx4gef4_0,709,155,864,4.5742
xn73jOf_0,38,94,132,0.4043
xn73jOf_29,14,126,140,0.1111
xn73jOf_39,11,280,291,0.0393
xn73jOf_51,13,223,236,0.0583
xn73jOf_71,147,61,208,2.4098
xn73jOf_89,178,174,352,1.023
xn73jOf_100,173,264,437,0.6553
xn73jOf_109,454,714,1168,0.6359
xn73jOf_112,671,393,1064,1.7074
xn73jOf_117,36,503,539,0.0716
xn73jOf_126,30,582,612,0.0515
xn73jOf_133,22,479,501,0.0459
xn73jOf_139,21,556,577,0.0378
xn73jOf_145,22,456,478,0.0482
xn73jOf_153,20,439,459,0.0456
xn73jOf_161,40,453,493,0.0883
xn73jOf_167,45,500,545,0.09
xn73jOf_175,63,741,804,0.085
xn73jOf_181,14,617,631,0.0227
xn73jOf_189,48,651,699,0.0737
xn73jOf_194,59,538,597,0.1097
xn73jOf_203,7,382,389,0.0183
xn73jOf_213,36,69,105,0.5217
xn73jOf_222,55,75,130,0.7333
xn73jOf_231,13,373,386,0.0349
xn73jOf_243,55,423,478,0.13
xn73jOf_251,65,493,558,0.1318
xn73jOf_259,16,376,392,0.0426
xn73jOf_264,1460,490,1950,2.9796
xn73jOf_265,1355,490,1845,2.7653
xn73jOf_267,1339,320,1659,4.1844
xn73jOf_271,29,728,757,0.0398
xn73jOf_275,70,748,818,0.0936
xn73jOf_281,78,432,510,0.1806
xn73jOf_287,78,472,550,0.1653
xn73jOf_295,108,362,470,0.2983
xn73jOf_303,61,433,494,0.1409
xn73jOf_311,60,454,514,0.1322
xn73jOf_319,46,627,673,0.0734
xn73jOf_327,50,313,363,0.1597
xn73jOf_337,58,280,338,0.2071
xn73jOf_345,9,350,359,0.0257
xn73jOf_355,32,513,545,0.0624
xn73jOf_363,50,714,764,0.07
nW49cmA_0,5,335,340,0.0149
jimArIU_0,11,403,414,0.0273
jimArIU_7,3,704,707,0.0043
jimArIU_11,3,738,741,0.0041
Tn23qHO_0,30,322,352,0.0932
Tn23qHO_7,25,853,878,0.0293
zjPJCeb_0,25,132,157,0.1894
hl7jQnw_0,23,48,71,0.4792
A19sUWF_0,58,16,74,3.625
pgyMcwy_0,11,731,742,0.015
dBBK7vB_0,46,189,235,0.2434
dBBK7vB_17,45,230,275,0.1957
5xabTlL_0,14,300,314,0.0467
5xabTlL_11,13,354,367,0.0367
lcrOKRh_0,91,271,362,0.3358
zDdiXSr_0,19,90,109,0.2111
7xny2Ny_0,80,54,134,1.4815
7xny2Ny_10,570,45,615,12.6667
7xny2Ny_15,13,413,426,0.0315
7xny2Ny_23,27,348,375,0.0776
7xny2Ny_33,19,254,273,0.0748
7xny2Ny_43,7,345,352,0.0203
xl1oq9G_0,54,111,165,0.4865
9ADEIxv_0,17,219,236,0.0776
jiCLaNP_0,26,348,374,0.0747
dY6DYa6_0,7,250,257,0.028
VLZ6lCM_0,7,318,325,0.022
fAElTC2_0,16,87,103,0.1839
weRSnTS_0,7,225,232,0.0311
Ex51QZo_0,60,277,337,0.2166
aLIogNd_0,24,194,218,0.1237
Zk89K6W_0,8,51,59,0.1569
059KLsn_0,12,202,214,0.0594
BYgxpzb_0,25,751,776,0.0333
BYgxpzb_7,7,362,369,0.0193
NaIAuv1_0,7,248,255,0.0282
23GCddL_0,3,367,370,0.0082
23GCddL_17,3,406,409,0.0074
23GCddL_25,3,511,514,0.0059
wLMrVR9_0,46,25,71,1.84
wLMrVR9_8,1896,106,2002,17.8868
wLMrVR9_10,376,107,483,3.514
wLMrVR9_12,2235,126,2361,17.7381
wLMrVR9_13,306,126,432,2.4286
wLMrVR9_17,1691,193,1884,8.7617
wLMrVR9_19,1282,148,1430,8.6622
wLMrVR9_22,696,130,826,5.3538
wLMrVR9_28,112,130,242,0.8615
wLMrVR9_32,1033,89,1122,11.6067
2HV63Lf_0,10,136,146,0.0735
2HV63Lf_17,11,259,270,0.0425
2HV63Lf_29,13,303,316,0.0429
2HV63Lf_43,16,304,320,0.0526
2HV63Lf_57,17,296,313,0.0574
2HV63Lf_71,17,325,342,0.0523
2HV63Lf_82,40,524,564,0.0763
BbIuDR9_0,11,777,788,0.0142
7mSLuNL_0,11,299,310,0.0368
my428lw_0,48,309,357,0.1553
1AqMsjK_0,167,150,317,1.1133
dYiSuNO_0,8,268,276,0.0299
Sd4jVWr_0,552,453,1005,1.2185
OX8sPcz_0,357,124,481,2.879
y7rJlIH_0,36,33,69,1.0909
ljKN664_0,74,371,445,0.1995
ljKN664_13,41,301,342,0.1362
ljKN664_25,6,340,346,0.0176
ljKN664_35,33,356,389,0.0927
17VKcbr_0,104,411,515,0.253
17VKcbr_11,92,619,711,0.1486
qec5AfY_0,6,37,43,0.1622
y6iOpAk_0,180,59,239,3.0508
THBiFUn_0,16,41,57,0.3902
Nxbe8pT_0,670,315,985,2.127
ByBY1c4_0,64,425,489,0.1506
MySK1gO_0,23,133,156,0.1729
xWKiNvd_0,76,57,133,1.3333
0WxDFHX_0,2147,221,2368,9.7149
0WxDFHX_1,30,221,251,0.1357
0WxDFHX_7,50,887,937,0.0564
0WxDFHX_10,2178,97,2275,22.4536
Xl6ZzUu_0,20,478,498,0.0418
FW2DnQj_0,55,900,955,0.0611
FW2DnQj_5,8,946,954,0.0085
NFuhJhL_0,19,75,94,0.2533
rYI1IoG_0,82,98,180,0.8367
jyihkyA_0,16,13,29,1.2308
jyihkyA_19,395,251,646,1.5737
jyihkyA_24,2402,23,2425,104.4348
jyihkyA_25,21,23,44,0.913
PuhamQ0_0,62,308,370,0.2013
IeDqShx_0,249,143,392,1.7413
EwxjAxM_0,2,86,88,0.0233
QCcHwRG_0,7,130,137,0.0538
QCcHwRG_17,6,344,350,0.0174
EXPExMN_0,360,235,595,1.5319
EXPExMN_4,1218,201,1419,6.0597
AzETq9S_0,8,96,104,0.0833
AzETq9S_17,17,136,153,0.125
GmFvyAB_0,294,567,861,0.5185
NJSUgyj_0,1049,76,1125,13.8026
NJSUgyj_11,16,256,272,0.0625
BXTnAeF_0,292,115,407,2.5391
PSgqKw7_0,145,191,336,0.7592
BXW2c69_0,117,226,343,0.5177
Cmku0Y3_0,15,134,149,0.1119
Cmku0Y3_15,21,252,273,0.0833
Cmku0Y3_25,20,319,339,0.0627
Cmku0Y3_35,22,432,454,0.0509
Cmku0Y3_47,2,268,270,0.0075
8qvGbyu_0,2,56,58,0.0357
zTsDK5y_0,18,311,329,0.0579
BNoSgqI_0,28,89,117,0.3146
M9qPY42_0,224,353,577,0.6346
M9qPY42_7,46,440,486,0.1045
iyE8oTg_0,11,111,122,0.0991
qEZdNQm_0,159,394,553,0.4036
UtyokXi_0,13,272,285,0.0478
xab6zXe_0,2,9,11,0.2222
0zmBXNW_0,16,148,164,0.1081
bwuK9QW_0,28,128,156,0.2188
bwuK9QW_23,38,176,214,0.2159
bwuK9QW_42,41,86,127,0.4767
0Y3xGlk_0,13,301,314,0.0432
0Y3xGlk_11,16,323,339,0.0495
0Y3xGlk_19,7,422,429,0.0166
EG71bCC_0,153,717,870,0.2134
dEccr0x_0,18,251,269,0.0717
Cwc2UFf_0,379,10,389,37.9
Zz0ROZ4_0,30,284,314,0.1056
t4L1z7k_0,908,627,1535,1.4482
fn4NdmL_0,6,78,84,0.0769
KM3hwds_0,72,353,425,0.204
c5NBqiB_0,127,140,267,0.9071
xkfw8vF_0,14,99,113,0.1414
EouRA0r_0,59,361,420,0.1634
PXTPFjZ_0,42,717,759,0.0586
PXTPFjZ_5,75,737,812,0.1018
PXTPFjZ_9,2,657,659,0.003
uUhnF9b_0,533,358,891,1.4888
uUhnF9b_4,648,365,1013,1.7753
uUhnF9b_8,635,188,823,3.3777
GYmXmKB_0,31,107,138,0.2897
nHu9jxK_0,33,79,112,0.4177
DfU13dj_0,12,122,134,0.0984
wKWaSSj_0,23,274,297,0.0839
FLrqClu_0,335,92,427,3.6413
FLrqClu_29,2,98,100,0.0204
FLrqClu_59,2,175,177,0.0114
FLrqClu_81,2,184,186,0.0109
FLrqClu_114,335,14,349,23.9286
P3ETe5v_0,12,34,46,0.3529
JacrEkm_0,33,490,523,0.0673
Hxu1vZL_0,11,324,335,0.034
qz5MPNw_0,927,173,1100,5.3584
qz5MPNw_19,9,235,244,0.0383
DADpT7R_0,5,10,15,0.5
rj1c9BN_0,6,133,139,0.0451
uh2kj5v_0,7,378,385,0.0185
6Vkx0wp_0,52,712,764,0.073
GyIW9zA_0,5,339,344,0.0147
ePtF08F_0,8,191,199,0.0419
ePtF08F_11,68,469,537,0.145
2PbxVGm_0,212,42,254,5.0476
2PbxVGm_7,136,129,265,1.0543
2PbxVGm_15,14,445,459,0.0315
2PbxVGm_21,33,283,316,0.1166
2PbxVGm_29,21,202,223,0.104
WQw13IW_0,12,350,362,0.0343
HTikI4Q_0,11,416,427,0.0264
3Z9GC0M_0,144,241,385,0.5975
vVbrZx4_0,46,286,332,0.1608
OgtwyOu_0,16,237,253,0.0675
sAlLPYz_0,14,262,276,0.0534
6fcwp6K_0,60,651,711,0.0922
DxftEdj_0,35,338,373,0.1036
DxftEdj_13,22,332,354,0.0663
hmEMHmP_0,17,127,144,0.1339
9o7Ice5_0,10,310,320,0.0323
tfLXRBV_0,10,151,161,0.0662
XHgo0sJ_0,10,362,372,0.0276
XHgo0sJ_11,9,358,367,0.0251
bZZRAKz_0,12,289,301,0.0415
685K9Kc_0,3,28,31,0.1071
FQdQCBh_0,34,735,769,0.0463
FQdQCBh_5,36,836,872,0.0431
syxu9Aw_0,34,50,84,0.68
IuKkFEH_0,13,338,351,0.0385
IuKkFEH_9,18,822,840,0.0219
IuKkFEH_15,10,484,494,0.0207
IuKkFEH_21,33,708,741,0.0466
IuKkFEH_27,2,781,783,0.0026
IuKkFEH_33,2,848,850,0.0024
jsn1nW6_0,41,338,379,0.1213
mtog2tV_0,4,393,397,0.0102
GKSg69Q_0,11,787,798,0.014
5l8J8Z4_0,57,748,805,0.0762
FCupvDq_0,2,25,27,0.08
aoDd1if_0,802,365,1167,2.1973
sJvRiYN_0,6,172,178,0.0349
sJvRiYN_11,6,398,404,0.0151
m54cwpH_0,19,247,266,0.0769
3rcdyMr_0,17,83,100,0.2048
EbKEPHe_0,15,310,325,0.0484
Jw53isN_0,38,177,215,0.2147
Di1fNcK_0,20,659,679,0.0303
XIJ0NNV_0,29,858,887,0.0338
XIJ0NNV_7,33,240,273,0.1375
XIJ0NNV_19,10,346,356,0.0289
3fg4YcL_0,2,156,158,0.0128
YGnoXbX_0,11,286,297,0.0385
YGnoXbX_11,19,343,362,0.0554
YGnoXbX_21,10,533,543,0.0188
yeAHHCW_0,12,133,145,0.0902
yeAHHCW_19,12,324,336,0.037
NOHJ5WC_0,18,358,376,0.0503
NOHJ5WC_11,13,408,421,0.0319
NOHJ5WC_23,15,321,336,0.0467
NOHJ5WC_35,11,303,314,0.0363
NOHJ5WC_47,10,299,309,0.0334
NOHJ5WC_59,12,261,273,0.046
NOHJ5WC_71,13,110,123,0.1182
NOHJ5WC_91,13,173,186,0.0751
NOHJ5WC_107,19,384,403,0.0495
NOHJ5WC_127,12,245,257,0.049
dVqDOSS_0,19,142,161,0.1338
62j8xCn_0,96,166,262,0.5783
OUHbAyJ_0,38,341,379,0.1114
ANCHGiZ_0,11,285,296,0.0386
ANCHGiZ_7,42,622,664,0.0675
ANCHGiZ_13,8,465,473,0.0172
bFwUgt5_0,84,413,497,0.2034
aMgb9Un_0,24,237,261,0.1013
PJxTayt_0,15,44,59,0.3409
OAcYKDz_0,11,349,360,0.0315
3rjhgcd_0,155,317,472,0.489
18tpih1_0,12,428,440,0.028
18tpih1_7,5,501,506,0.01
18tpih1_19,2,475,477,0.0042
18tpih1_28,521,12,533,43.4167
18tpih1_45,24,148,172,0.1622
18tpih1_68,9,167,176,0.0539
18tpih1_83,52,128,180,0.4062
18tpih1_97,100,106,206,0.9434
18tpih1_113,7,213,220,0.0329
18tpih1_122,454,181,635,2.5083
18tpih1_128,394,122,516,3.2295
18tpih1_137,68,238,306,0.2857
1x1IpOU_0,60,479,539,0.1253
ErHK6ws_0,7,306,313,0.0229
7KQucUs_0,13,300,313,0.0433
ZK9FIdz_0,39,335,374,0.1164
ovtTQBT_0,9,208,217,0.0433
IobezLw_0,69,466,535,0.1481
CJpThic_0,21,901,922,0.0233
CJpThic_5,2,867,869,0.0023
CJpThic_9,11,862,873,0.0128
CJpThic_13,9,446,455,0.0202
CJpThic_17,2,941,943,0.0021
CJpThic_21,7,999,1006,0.007
CJpThic_25,10,633,643,0.0158
CJpThic_31,4,916,920,0.0044
ey3qAAF_0,21,142,163,0.1479
8rkrMf5_0,115,558,673,0.2061
8rkrMf5_7,28,540,568,0.0519
TmQlZiD_0,24,735,759,0.0327
57H638s_0,34,397,431,0.0856
57H638s_7,122,704,826,0.1733
57H638s_11,154,703,857,0.2191
zWlT4GA_0,18,354,372,0.0508
mm39rca_0,19,472,491,0.0403
cgV9fyL_0,1762,155,1917,11.3677
cgV9fyL_3,10,192,202,0.0521
fKAEbbR_0,20,135,155,0.1481
mm9tc5g_0,5,313,318,0.016
mm9tc5g_10,12,250,262,0.048
ZK1YJWR_0,31,352,383,0.0881
68zFOwB_0,79,705,784,0.1121
40J6dcC_0,13,133,146,0.0977
RLXPN1b_0,12,77,89,0.1558
GsYrs2P_0,10,274,284,0.0365
1rpVUxy_0,42,438,480,0.0959
bsnhhfq_0,258,216,474,1.1944
bsnhhfq_14,2805,377,3182,7.4403
bsnhhfq_15,10,377,387,0.0265
bsnhhfq_28,1118,134,1252,8.3433
bsnhhfq_30,1055,164,1219,6.4329
bsnhhfq_32,1082,149,1231,7.2617
bsnhhfq_34,1493,123,1616,12.1382
bsnhhfq_37,22,269,291,0.0818
bsnhhfq_64,589,498,1087,1.1827
bsnhhfq_73,16,470,486,0.034
bsnhhfq_82,1585,295,1880,5.3729
bsnhhfq_84,1017,55,1072,18.4909
bsnhhfq_91,31,337,368,0.092
bsnhhfq_99,9,598,607,0.0151
bsnhhfq_110,565,614,1179,0.9202
bsnhhfq_122,323,164,487,1.9695
bsnhhfq_129,28,613,641,0.0457
bsnhhfq_137,238,267,505,0.8914
bsnhhfq_145,10,446,456,0.0224
bsnhhfq_157,12,373,385,0.0322
bsnhhfq_179,8,53,61,0.1509
bsnhhfq_194,3368,179,3547,18.8156
bsnhhfq_195,23,179,202,0.1285
bsnhhfq_218,103,58,161,1.7759
bsnhhfq_234,663,69,732,9.6087
bsnhhfq_257,26,29,55,0.8966
rX4TjlG_0,5,198,203,0.0253
vFhNx0w_0,60,59,119,1.0169
vFhNx0w_5,142,755,897,0.1881
IoIoISr_0,30,843,873,0.0356
LCd6S0X_0,24,503,527,0.0477
rHOc54n_0,67,206,273,0.3252
7Pa5tXh_0,19,25,44,0.76
7Pa5tXh_4,1544,387,1931,3.9897
7Pa5tXh_6,1992,281,2273,7.089
7Pa5tXh_8,1864,264,2128,7.0606
7Pa5tXh_9,813,264,1077,3.0795
7Pa5tXh_13,30,889,919,0.0337
VUnrSaI_0,15,272,287,0.0551
JjG8S9O_0,24,30,54,0.8
JjG8S9O_17,47,254,301,0.185
JjG8S9O_27,20,930,950,0.0215
JjG8S9O_31,7,989,996,0.0071
XdMDETN_0,34,144,178,0.2361
0qOsps9_0,16,41,57,0.3902
uk4EkDE_0,9,121,130,0.0744
BXnmNEJ_0,11,171,182,0.0643
x7oGQPd_0,1603,630,2233,2.5444
afmb2yb_0,10,19,29,0.5263
afmb2yb_7,18,311,329,0.0579
qLSF2AV_0,92,155,247,0.5935
GPKEDmZ_0,58,134,192,0.4328
GPKEDmZ_20,8,229,237,0.0349
rO0DcLt_0,989,975,1964,1.0144
rO0DcLt_3,9,976,985,0.0092
rO0DcLt_7,5,974,979,0.0051
rO0DcLt_10,600,955,1555,0.6283
rO0DcLt_12,920,226,1146,4.0708
rO0DcLt_16,1196,216,1412,5.537
nAOGlzO_0,14,107,121,0.1308
MCRxXTe_0,26,660,686,0.0394
DcOhSyA_0,30,57,87,0.5263
DcOhSyA_19,7,235,242,0.0298
7vk6vJ1_0,273,34,307,8.0294
7vk6vJ1_11,309,305,614,1.0131
7vk6vJ1_21,221,159,380,1.3899
7vk6vJ1_29,333,237,570,1.4051
7vk6vJ1_39,218,303,521,0.7195
7vk6vJ1_53,27,371,398,0.0728
cMEy3wZ_0,88,818,906,0.1076
A9NFB49_0,191,292,483,0.6541
A9NFB49_7,9,475,484,0.0189
A9NFB49_17,4,309,313,0.0129
GhgpKvm_0,13,685,698,0.019
e4lkBoy_0,29,274,303,0.1058
wKzDlNX_0,599,89,688,6.7303
okC1jbv_0,393,563,956,0.698
USFbHD4_0,482,653,1135,0.7381
USFbHD4_9,232,340,572,0.6824
zbOfl9u_0,8,228,236,0.0351
Qqz6vAh_0,38,283,321,0.1343
tBlHDoT_0,134,466,600,0.2876
tBlHDoT_7,16,615,631,0.026
tBlHDoT_13,3,78,81,0.0385
JmKPbwU_0,140,116,256,1.2069
bPDn1pQ_0,41,565,606,0.0726
W3MhiOs_0,3,9,12,0.3333
nTCmHDn_0,9,148,157,0.0608
EZq7FDV_0,10,83,93,0.1205
b0Gebos_0,23,408,431,0.0564
18D4sRZ_0,30,355,385,0.0845
xv8YY4b_0,31,213,244,0.1455
0fGHEL9_0,27,414,441,0.0652
N73liBc_0,23,411,434,0.056
MAvjH2y_0,31,223,254,0.139
K3oVXdp_0,520,52,572,10.0
wh2CEWY_0,12,17,29,0.7059
psEzFdh_0,29,223,252,0.13
psEzFdh_13,150,307,457,0.4886
3K1ZlGg_0,18,323,341,0.0557
qxXYlHG_0,584,53,637,11.0189
qxXYlHG_5,13,798,811,0.0163
YK3vCVX_0,32,290,322,0.1103
6zFRmTt_0,943,36,979,26.1944
xJM3EMH_0,8,38,46,0.2105
Dmto0gy_0,5,339,344,0.0147
Dmto0gy_9,6,367,373,0.0163
Dmto0gy_19,10,321,331,0.0312
Dmto0gy_31,2,382,384,0.0052
Dmto0gy_43,14,506,520,0.0277
Dmto0gy_53,2,474,476,0.0042
EMGK0Up_0,393,501,894,0.7844
e8xiAFA_0,49,474,523,0.1034
e8xiAFA_7,11,408,419,0.027
e8xiAFA_17,15,304,319,0.0493
e8xiAFA_27,10,395,405,0.0253
e8xiAFA_39,29,376,405,0.0771
xSxUxKK_0,13,333,346,0.039
xSxUxKK_12,54,594,648,0.0909
9VmRkUx_0,38,209,247,0.1818
wvnQoHk_0,151,163,314,0.9264
3asKFse_0,64,396,460,0.1616
3asKFse_9,43,370,413,0.1162
6saii1F_0,85,366,451,0.2322
v1HdHbk_0,4,275,279,0.0145
v1HdHbk_15,8,266,274,0.0301
L4CbvOJ_0,10,665,675,0.015
L4CbvOJ_5,6,846,852,0.0071
L4CbvOJ_9,9,839,848,0.0107
5zdYcHS_0,9,49,58,0.1837
hD6I6yl_0,38,157,195,0.242
hD6I6yl_11,11,251,262,0.0438
AzRnp94_0,44,605,649,0.0727
0fmfsg4_0,16,202,218,0.0792
ROwZtXl_0,117,290,407,0.4034
ROwZtXl_16,27,232,259,0.1164
ROwZtXl_29,18,606,624,0.0297
ROwZtXl_41,2,314,316,0.0064
ROwZtXl_51,8,331,339,0.0242
ROwZtXl_61,12,396,408,0.0303
ROwZtXl_69,55,544,599,0.1011
QiIXiqo_0,21,474,495,0.0443
u8TwNDK_0,673,114,787,5.9035
a0dXO8K_0,16,213,229,0.0751
6F9qDXB_0,1044,883,1927,1.1823
6F9qDXB_3,2,862,864,0.0023
gre6y4x_0,14,313,327,0.0447
gre6y4x_12,8,81,89,0.0988
gre6y4x_25,23,218,241,0.1055
gre6y4x_37,10,209,219,0.0478
BwRQZjV_0,1116,596,1712,1.8725
BwRQZjV_2,1123,649,1772,1.7304
BwRQZjV_4,1118,644,1762,1.736
BwRQZjV_6,1089,605,1694,1.8
BwRQZjV_9,1217,253,1470,4.8103
BwRQZjV_12,1199,608,1807,1.972
BwRQZjV_14,1203,535,1738,2.2486
BwRQZjV_16,1094,200,1294,5.47
BwRQZjV_18,1165,448,1613,2.6004
BwRQZjV_20,1135,420,1555,2.7024
BwRQZjV_22,1161,448,1609,2.5915
BwRQZjV_24,1167,460,1627,2.537
BwRQZjV_26,1206,149,1355,8.094
BwRQZjV_28,1152,413,1565,2.7893
BwRQZjV_30,1135,457,1592,2.4836
BwRQZjV_32,1229,506,1735,2.4289
BwRQZjV_34,1161,485,1646,2.3938
5lbUnI5_0,10,344,354,0.0291
OK7Rd9S_0,47,228,275,0.2061
lX6clz1_0,19,672,691,0.0283
1SOAV8q_0,15,203,218,0.0739
ZsaiESb_0,16,366,382,0.0437
U4CcMjB_0,10,91,101,0.1099
XDzpzyl_0,15,47,62,0.3191
MRB8yqC_0,168,255,423,0.6588
x51Ik3b_0,4,35,39,0.1143
9mYsr51_0,7,163,170,0.0429
0KLMJXm_0,14,55,69,0.2545
IxvXIUD_0,14,246,260,0.0569
amlJeI2_0,20,408,428,0.049
SlPYw4x_0,13,245,258,0.0531
OWoYVQJ_0,4,41,45,0.0976
OWoYVQJ_15,20,322,342,0.0621
gCRjDfe_0,35,393,428,0.0891
Ktz3pBy_0,10,61,71,0.1639
JHGwlee_0,46,226,272,0.2035
JHGwlee_11,28,399,427,0.0702
JHGwlee_22,105,146,251,0.7192
JHGwlee_33,29,412,441,0.0704
U6b1Jx0_0,12,93,105,0.129
Hd8w5UC_0,3,24,27,0.125
6fh9VCq_0,12,221,233,0.0543
T25NASA_0,15,205,220,0.0732
T25NASA_9,7,323,330,0.0217
zqsgTmL_0,11,114,125,0.0965
7HOEKfV_0,26,730,756,0.0356
7HOEKfV_6,2095,236,2331,8.8771
7HOEKfV_7,193,236,429,0.8178
7HOEKfV_13,21,797,818,0.0263
7HOEKfV_21,16,363,379,0.0441
BpKsafC_0,15,197,212,0.0761
mWfEnj2_0,66,204,270,0.3235
gyHnoWU_0,13,255,268,0.051
L7FShKV_0,16,52,68,0.3077
YwvRm7V_0,48,11,59,4.3636
hvyMjQ2_0,756,772,1528,0.9793
3dXAQwH_0,77,332,409,0.2319
3dXAQwH_7,21,534,555,0.0393
hAFvEd9_0,23,203,226,0.1133
XiLdXku_0,45,52,97,0.8654
qSqwaKp_0,3,10,13,0.3
Pvo63wK_0,67,162,229,0.4136
Pvo63wK_8,856,139,995,6.1583
Pvo63wK_20,663,289,952,2.2941
Pvo63wK_29,62,135,197,0.4593
Pvo63wK_42,63,6,69,10.5
Pvo63wK_65,1009,118,1127,8.5508
ssuRSWz_0,451,582,1033,0.7749
j2q0LV2_0,12,627,639,0.0191
DcvyeA5_0,19,331,350,0.0574
I2DNut0_0,20,240,260,0.0833
gPmunOt_0,26,14,40,1.8571
gPmunOt_8,176,383,559,0.4595
gPmunOt_17,76,205,281,0.3707
gPmunOt_27,96,239,335,0.4017
gPmunOt_37,53,350,403,0.1514
gPmunOt_48,79,305,384,0.259
gPmunOt_59,60,307,367,0.1954
gPmunOt_69,132,287,419,0.4599
gPmunOt_77,95,459,554,0.207
gPmunOt_89,132,311,443,0.4244
gPmunOt_97,83,334,417,0.2485
gPmunOt_107,59,535,594,0.1103
gPmunOt_115,76,229,305,0.3319
gPmunOt_127,61,91,152,0.6703
gPmunOt_139,71,444,515,0.1599
gPmunOt_147,17,338,355,0.0503
gPmunOt_157,55,244,299,0.2254
gPmunOt_167,55,281,336,0.1957
gPmunOt_176,118,348,466,0.3391
gPmunOt_185,55,316,371,0.1741
gPmunOt_194,59,304,363,0.1941
gPmunOt_204,90,498,588,0.1807
gPmunOt_212,91,663,754,0.1373
gPmunOt_221,64,182,246,0.3516
gPmunOt_233,74,244,318,0.3033
gPmunOt_246,77,192,269,0.401
gPmunOt_257,76,212,288,0.3585
gPmunOt_267,36,282,318,0.1277
gPmunOt_279,48,256,304,0.1875
gPmunOt_291,63,257,320,0.2451
gPmunOt_303,62,429,491,0.1445
gPmunOt_313,42,182,224,0.2308
EjrMETb_0,8,225,233,0.0356
5z7i7bF_0,17,106,123,0.1604
sqBZcd0_0,244,3,247,81.3333
LuAt2Yn_0,75,851,926,0.0881
LuAt2Yn_5,18,386,404,0.0466
eO7N6US_0,11,240,251,0.0458
CFkYv0O_0,27,27,54,1.0
CFkYv0O_11,50,533,583,0.0938
Kpf3Lov_0,31,242,273,0.1281
tLPffpo_0,788,431,1219,1.8283
tLPffpo_2,803,194,997,4.1392
tLPffpo_10,836,249,1085,3.3574
tLPffpo_17,14,373,387,0.0375
HAGFuNH_0,64,228,292,0.2807
O4z1tBT_0,31,61,92,0.5082
9U7VPCo_0,50,211,261,0.237
Q3qWaX5_0,24,32,56,0.75
aMVspgW_0,19,62,81,0.3065
aMVspgW_11,2,743,745,0.0027
11378Ew_0,429,242,671,1.7727
11378Ew_5,2,830,832,0.0024
11378Ew_9,31,493,524,0.0629
qXnnlsq_0,51,771,822,0.0661
AeNJFt0_0,2,268,270,0.0075
nGsssL7_0,11,224,235,0.0491
Sl92fMV_0,70,283,353,0.2473
Sl92fMV_13,22,541,563,0.0407
Sl92fMV_21,21,481,502,0.0437
Sl92fMV_30,29,579,608,0.0501
Sl92fMV_37,14,124,138,0.1129
suSnFXQ_0,10,677,687,0.0148
suSnFXQ_5,6,1007,1013,0.006
suSnFXQ_9,7,1005,1012,0.007
ahA3fDA_0,43,25,68,1.72
ahA3fDA_24,258,3,261,86.0
ahA3fDA_39,26,373,399,0.0697
MD0BL69_0,25,453,478,0.0552
MD0BL69_10,23,355,378,0.0648
MD0BL69_20,27,322,349,0.0839
MD0BL69_31,35,370,405,0.0946
MD0BL69_39,15,592,607,0.0253
MD0BL69_44,75,194,269,0.3866
MD0BL69_53,68,605,673,0.1124
MD0BL69_61,16,467,483,0.0343
MD0BL69_71,19,384,403,0.0495
MD0BL69_84,78,505,583,0.1545
MD0BL69_99,29,299,328,0.097
MD0BL69_111,11,420,431,0.0262
MD0BL69_119,5,278,283,0.018
MD0BL69_127,9,363,372,0.0248
MD0BL69_144,28,206,234,0.1359
MD0BL69_165,23,86,109,0.2674
MD0BL69_186,9,207,216,0.0435
MD0BL69_203,14,205,219,0.0683
MD0BL69_217,2,387,389,0.0052
